dem_status;station_eoi_code;station_name;component_code;component_name;component_short_name;zone_objective_code1;zone_code1;zone_name1;zone_objective_code2;zone_code2;zone_name2;measurement_code;meas_conf_group;measurement_start_date;measurement_end_date;measurement_method_type;measurement_technique_principle;measurement_equipment;integration_time_frequency;integration_time_unit;height_sampling_point;length_sampling_line;location_sampling_point;sampling_time;sampling_time_unit;calibration_frequency;calibration_unit;calibration_method;calibration_description;body_or_programme
;NL00404;Den Haag-Rebecquestraat;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0230;Den Haag/    Leiden;;;;101;100;20080513;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;pavement;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00404;Den Haag-Rebecquestraat;7;Ozone (air);O3;human/eco;NL0230;Den Haag/    Leiden;;;;112;111;20110322;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00404;Den Haag-Rebecquestraat;8;Nitrogen dioxide (air);NO2;human;NL0230;Den Haag/    Leiden;ozone;NL0230;Den Haag/    Leiden;112;111;20080725;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00404;Den Haag-Rebecquestraat;9;Nitrogen oxides (air);NOX;ozone;NL0230;Den Haag/    Leiden;;;;102;101;20080725;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;
;NL00404;Den Haag-Rebecquestraat;38;Nitrogen monoxide (air);NO;;;;;;;112;111;20080725;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00404;Den Haag-Rebecquestraat;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0230;Den Haag/    Leiden;;;;101;100;20080819;;Active Sampler;Gravimetric analysis;DERENDA;1;day;3;2;pavement;1;natural day;3;month;flow rate check;;
;NL00411;Schipluiden-Groeneveld;7;Ozone (air);O3;;;;;;;101;100;20110101;20130101;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00411;Schipluiden-Groeneveld;8;Nitrogen dioxide (air);NO2;human;NL0230;Den Haag/    Leiden;;;;101;100;20070501;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00411;Schipluiden-Groeneveld;9;Nitrogen oxides (air);NOX;ozone;NL0230;Den Haag/    Leiden;;;;101;100;20070501;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;
;NL00411;Schipluiden-Groeneveld;38;Nitrogen monoxide (air);NO;;;;;;;101;100;20070501;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00416;Vlaardingen-Lyceumlaan;1;Sulphur dioxide (air);SO2;human;NL0240;Rotterdam/ Dordrecht;;;;121;121;19860401;20130101;Automatic Analyzer;UV fluorescence;Thermo model 43w SO2 analyser;1;hour;4;3;pavement;10;second;7;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0240;Rotterdam/ Dordrecht;;;;101;100;20080523;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;pavement;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;121;120;20110322;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;8;Nitrogen dioxide (air);NO2;human;NL0240;Rotterdam/ Dordrecht;ozone;NL0240;Rotterdam/ Dordrecht;112;111;20070510;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;9;Nitrogen oxides (air);NOX;ozone;NL0240;Rotterdam/ Dordrecht;;;;102;101;20070510;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI
;NL00418;Rotterdam-Schiedamsevest;38;Nitrogen monoxide (air);NO;;;;;;;112;111;20070510;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;622;Benzo(ghi)perylene (air+aerosol);Benzo(ghi)perylene;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;4406;chrysene (air+aerosol);Chrysene;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5029;Benzo(a)pyrene in PM10 (aerosol);BaP in PM10;human;NL0240;Rotterdam/ Dordrecht;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5380;Benzo(bjk)fluoranthene in PM10 (aerosol);Benzo(bjk)fluoranthene in PM10;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5419;Dibenzo(ah)anthracene in PM10 (aerosol);Dibenzo(ah)anthracene in PM10;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5610;Benzo(a)anthracene in PM10 (aerosol);Benzo(a)anthracene in PM10;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;5655;indeno_123cd_pyrene in PM10 (aerosol);Indeno(123-cd)pyrene in PM10;;;;;;;100;100;20090101;;Active Sampler;Gas chromatography + mass spectrometry (GC-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00418;Rotterdam-Schiedamsevest;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0240;Rotterdam/ Dordrecht;;;;101;100;20080916;;Active Sampler;Gravimetric analysis;DERENDA;1;day;3;2;pavement;1;natural day;3;month;flow rate check;;
;NL00433;Vlaardingen-Floreslaan;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0240;Rotterdam/ Dordrecht;;;;101;100;20030803;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;pavement;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00433;Vlaardingen-Floreslaan;6;Black smoke (air);BS;;;;;;;103;103;20130101;;Automatic Analyzer;Reflectometry;SX200;1;day;3;3;pavement;1;natural day;6;month;reference measurement meth.;;
;NL00433;Vlaardingen-Floreslaan;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;102;101;20110321;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00433;Vlaardingen-Floreslaan;8;Nitrogen dioxide (air);NO2;human;NL0240;Rotterdam/ Dordrecht;ozone;NL0240;Rotterdam/ Dordrecht;112;111;20070516;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00433;Vlaardingen-Floreslaan;9;Nitrogen oxides (air);NOX;ozone;NL0240;Rotterdam/ Dordrecht;;;;102;101;20070516;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;
;NL00433;Vlaardingen-Floreslaan;12;Lead (aerosol);Pb;human;NL0240;Rotterdam/ Dordrecht;;;;112;112;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;14;Cadmium (aerosol);Cd;;;;;;;102;102;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;15;Nickel (aerosol);Ni;;;;;;;101;101;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;18;Arsenic (aerosol);As;;;;;;;101;101;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;38;Nitrogen monoxide (air);NO;;;;;;;112;111;20070516;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00433;Vlaardingen-Floreslaan;63;Zinc (aerosol);Zn;;;;;;;101;101;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;629;calcium (aerosol);Ca++;;;;;;;101;101;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;pavement;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;659;magnesium (aerosol);Mg++;;;;;;;100;100;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;668;sodium (aerosol);Na+;;;;;;;100;100;20080101;;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00433;Vlaardingen-Floreslaan;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0240;Rotterdam/ Dordrecht;;;;101;100;20080827;;Active Sampler;Gravimetric analysis;DERENDA;1;day;3;2;pavement;1;natural day;3;month;flow rate check;;
;NL00434;Rotterdam-vliegveldweg;36;Wet nitrogen deposition (flux);N-DEP;;;;;;;101;101;20060104;20130101;Active Sampler;UNKNOWN;EIGENBRODT (NSA 181 KHT) - WET ONLY SAMPLER;2;week;2;0;free air flow;1;week;1;month;standard solution;;
;NL00434;Rotterdam-vliegveldweg;37;Wet sulphur deposition (flux);S-DEP;;;;;;;101;101;20060104;20130101;Active Sampler;Ion chromatography;EIGENBRODT (NSA 181 KHT) - WET ONLY SAMPLER;2;week;2;0;free air flow;1;week;1;month;standard solution;;
;NL00434;Rotterdam-vliegveldweg;728;vanadium (precip);Vanadium;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;
;NL00434;Rotterdam-vliegveldweg;753;precipitation_amount (precip);precip_amount;;;;;;;100;100;20080101;20130101;Active Sampler;Gravimetric analysis;Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2012;Lead (precip);Pb;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2014;Cadmium (precip);Cd;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2015;Nickel (precip);Ni;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2016;Chromium (precip);Cr;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;week;standard solution;;
;NL00434;Rotterdam-vliegveldweg;2018;Arsenic (precip);As;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2063;Zinc (precip);Zn;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2064;Cobalt (precip);Co;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;week;standard solution;;
;NL00434;Rotterdam-vliegveldweg;2065;Iron (precip);Fe;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00434;Rotterdam-vliegveldweg;2073;Copper (precip);Cu;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);Eigenbrodt NSA181KHT;1;week;2;0;free air flow;1;week;1;month;standard solution;;EU EoI+EEA EuroAirnet
;NL00437;Westmaas-Groeneweg;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0200;Midden;;;;101;100;20030528;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;free air flow;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00437;Westmaas-Groeneweg;7;Ozone (air);O3;human/eco;NL0200;Midden;;;;102;101;20110310;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00437;Westmaas-Groeneweg;8;Nitrogen dioxide (air);NO2;human;NL0200;Midden;ozone;NL0200;Midden;102;101;20070322;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00437;Westmaas-Groeneweg;9;Nitrogen oxides (air);NOX;ozone;NL0200;Midden;;;;102;101;20070322;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;
;NL00437;Westmaas-Groeneweg;38;Nitrogen monoxide (air);NO;;;;;;;102;101;20070322;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00520;Amsterdam-Florapark;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0210;Amsterdam/Haarlem;;;;101;100;20080227;20130101;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;park;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00520;Amsterdam-Florapark;7;Ozone (air);O3;human/eco;NL0210;Amsterdam/Haarlem;;;;112;111;20110324;20130101;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;park;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00520;Amsterdam-Florapark;8;Nitrogen dioxide (air);NO2;human;NL0210;Amsterdam/Haarlem;ozone;NL0210;Amsterdam/Haarlem;112;111;20080630;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;park;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00520;Amsterdam-Florapark;9;Nitrogen oxides (air);NOX;;;;;;;102;101;20080630;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;park;10;second;1;day;compressed gases;;
;NL00520;Amsterdam-Florapark;38;Nitrogen monoxide (air);NO;;;;;;;112;111;20080630;20130101;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;park;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00107;Posterholt-Vlodropperweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;102;101;20110504;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00107;Posterholt-Vlodropperweg;8;Nitrogen dioxide (air);NO2;human;NL0300;Zuid;ozone;NL0300;Zuid;102;101;20070405;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00107;Posterholt-Vlodropperweg;9;Nitrogen oxides (air);NOX;ozone;NL0300;Zuid;;;;102;101;20070405;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI
;NL00107;Posterholt-Vlodropperweg;38;Nitrogen monoxide (air);NO;;;;;;;102;101;20070405;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00537;Haarlem-Amsterdamsevaart;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0210;Amsterdam/Haarlem;;;;101;100;20071025;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;pavement;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00537;Haarlem-Amsterdamsevaart;7;Ozone (air);O3;human/eco;NL0210;Amsterdam/Haarlem;;;;101;100;20110330;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00537;Haarlem-Amsterdamsevaart;8;Nitrogen dioxide (air);NO2;human;NL0210;Amsterdam/Haarlem;ozone;NL0210;Amsterdam/Haarlem;102;101;20070123;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00537;Haarlem-Amsterdamsevaart;9;Nitrogen oxides (air);NOX;ozone;NL0210;Amsterdam/Haarlem;;;;102;101;20070123;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;pavement;10;second;1;day;compressed gases;;
;NL00537;Haarlem-Amsterdamsevaart;38;Nitrogen monoxide (air);NO;;;;;;;102;101;20070123;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;3;2;pavement;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;5;Particulate matter < 10 µm (aerosol);PM10;human;NL0200;Midden;;;;101;100;20030325;;Automatic Analyzer;Beta ray attenuation;Thermo Andersen ESM FH 62 I-R;1;hour;3;2;free air flow;1;hour;3;month;calibration filter;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;6;Black smoke (air);BS;;;;;;;112;112;20001205;;Automatic Analyzer;Reflectometry;SX200;1;day;3;3;free air flow;1;natural day;6;month;reference measurement meth.;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;7;Ozone (air);O3;human/eco;NL0200;Midden;;;;112;111;20110316;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;8;Nitrogen dioxide (air);NO2;human;NL0200;Midden;ozone;NL0200;Midden;112;111;20070126;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;9;Nitrogen oxides (air);NOX;ozone;NL0200;Midden;;;;102;101;20070126;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI
;NL00538;Wieringerwerf-Medemblikkerweg;12;Lead (aerosol);Pb;human;NL0200;Midden;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;14;Cadmium (aerosol);Cd;;;;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;15;Nickel (aerosol);Ni;;;;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;18;Arsenic (aerosol);As;;;;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;35;Ammonia (air);NH3;;;;;;;100;100;19920720;;Automatic Analyzer;conductimetry;ECN - AMOR;1;hour;4;3;free air flow;1;hour;83;hour;standard solution;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;36;Wet nitrogen deposition (flux);N-DEP;;;;;;;101;101;20060103;;Active Sampler;UNKNOWN;EIGENBRODT (NSA 181 KHT) - WET ONLY SAMPLER;4;week;2;0;free air flow;2;week;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;37;Wet sulphur deposition (flux);S-DEP;;;;;;;101;101;20060103;;Active Sampler;Ion chromatography;EIGENBRODT (NSA 181 KHT) - WET ONLY SAMPLER;4;week;2;0;free air flow;2;week;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;38;Nitrogen monoxide (air);NO;;;;;;;112;111;20070126;;Automatic Analyzer;Chemiluminescence;Teledyne API 200E chemiluminescent NOx analyser;1;hour;4;3;free air flow;10;second;1;day;compressed gases;;EU EoI+EEA EuroAirnet
;NL00538;Wieringerwerf-Medemblikkerweg;45;Particulate ammonium (aerosol);NH4;;;;;;;101;101;20090101;;Active Sampler;Continous flow analysis (CFA);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;46;Particulate nitrate (aerosol);NO3;;;;;;;101;101;20090101;;Active Sampler;Ion chromatography;SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;47;Particulate sulphate (aerosol);SO4 (H2SO4 aerosols) (SO4--);;;;;;;101;101;20090101;;Active Sampler;Ion chromatography;SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;63;Zinc (aerosol);Zn;;;;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;629;calcium (aerosol);Ca++;;;;;;;100;100;20080102;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;631;chloride (aerosol);Cl-;;;;;;;101;101;20090101;;Active Sampler;Ion chromatography;SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;659;magnesium (aerosol);Mg++;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;668;sodium (aerosol);Na+;;;;;;;100;100;20080101;20130101;Active Sampler;Inductive coupled plasma mass spectrometryscopy (ICP-MS);SVEN LECKEL SEQ47/50;1;day;3;2;free air flow;1;natural day;1;month;standard solution;;
;NL00538;Wieringerwerf-Medemblikkerweg;6001;Particulate matter < 2.5 µm (aerosol);PM2.5;human;NL0200;Midden;;;;100;100;20080101;;Active Sampler;Gravimetric analysis;DERENDA;1;day;3;2;free air flow;1;natural day;3;month;flow rate check;;
